id,user,uid,version,changeset,timestamp
27571801,Fikadu Balcha,9051248,20,67695515,2019-03-01T18:30:58Z
27571804,clay_c,119881,26,66788285,2019-01-31T01:57:51Z
27572497,JessAk71,381909,9,69277436,2019-04-16T16:06:19Z
27572503,StellanL,28775,2,123277,2008-10-07T01:11:36Z
27572505,Iowa Kid,703517,5,24151706,2014-07-15T00:41:00Z
27572510,Telecas,202256,3,9690834,2011-10-30T07:06:37Z
27656674,clay_c,119881,26,68000611,2019-03-10T20:32:28Z
27656675,clay_c,119881,11,66845961,2019-02-01T22:26:59Z
27656676,Aaron Lidman,53073,3,53191252,2017-10-23T20:56:35Z
27659857,andygol,94578,11,36864135,2016-01-28T20:04:18Z
27659928,dchiles,153669,17,67639780,2019-02-28T05:47:13Z
27660104,clay_c,119881,19,61761408,2018-08-18T03:27:14Z
27669012,andygol,94578,7,36864135,2016-01-28T20:04:17Z
27772070,KindredCoda,14293,22,54998204,2017-12-29T01:41:43Z
27955360,oba510,933797,5,69142800,2019-04-12T09:17:13Z
27956168,BadWolf0081,7438957,4,66240694,2019-01-11T22:19:00Z
28015825,KindredCoda,14293,11,37357586,2016-02-22T00:47:14Z
28015862,Adamant1,4540953,6,60146842,2018-06-25T11:24:07Z
28015901,Aaron Lidman,53073,5,57431762,2018-03-22T18:02:38Z
28049694,oba510,933797,23,67272537,2019-02-17T08:20:42Z
28231602,TheDutchMan13,1330847,23,49322246,2017-06-07T01:25:10Z
28231608,Claudius Henrichs,18069,6,55748194,2018-01-25T17:25:41Z
28237099,oba510,933797,4,54854706,2017-12-23T01:57:44Z
28240173,will l,35195,1,693332,2008-11-06T06:38:46Z
28240176,Edward,364,6,49588642,2017-06-16T11:24:22Z
28295229,clay_c,119881,21,67999486,2019-03-10T19:44:26Z
28319308,Speight,24452,4,3607846,2010-01-13T06:11:52Z
28319315,Speight,24452,5,3607846,2010-01-13T06:09:48Z
28319323,Speight,24452,6,3607846,2010-01-13T06:09:42Z
28319324,Speight,24452,3,3607846,2010-01-13T06:09:30Z
28319327,Speight,24452,2,3607846,2010-01-13T06:11:38Z
28319331,Speight,24452,2,3607846,2010-01-13T06:09:34Z
28319343,clay_c,119881,35,69096093,2019-04-10T20:11:53Z
28319370,b-jazz-bot,9451067,20,67332185,2019-02-18T22:26:35Z
28319374,oba510,933797,8,42244754,2016-09-18T11:10:56Z
28319377,oba510,933797,3,14292053,2012-12-16T12:14:31Z
28332430,TheDutchMan13,1330847,7,49322246,2017-06-07T01:25:10Z
28356962,zmoore_lyft,8778510,13,67703178,2019-03-01T23:23:26Z
28356967,Pablo Alvz,7126224,4,54873262,2017-12-23T21:26:32Z
28514002,oba510,933797,10,61611394,2018-08-13T04:34:37Z
28518571,njtbusfan,8107451,11,62086023,2018-08-28T21:51:03Z
28518724,nvk,131996,4,36908398,2016-01-31T00:24:09Z
28552373,clay_c,119881,6,66843525,2019-02-01T20:31:07Z
28552374,clay_c,119881,4,66843525,2019-02-01T20:31:07Z
28552375,clay_c,119881,5,66843525,2019-02-01T20:31:07Z
28552389,clay_c,119881,10,68124010,2019-03-14T05:24:01Z
28596014,KindredCoda,14293,15,70044483,2019-05-08T19:50:41Z
28596015,KindredCoda,14293,18,70044483,2019-05-08T19:50:41Z
28642121,StellanL,28775,3,24263865,2014-07-20T23:35:35Z
28689273,Adamant1,4540953,22,58896240,2018-05-12T07:30:34Z
28689314,oba510,933797,5,15616228,2013-04-05T07:01:18Z
28689469,dchiles,153669,15,67639780,2019-02-28T05:47:14Z
28695360,oba510,933797,11,48305536,2017-05-01T12:04:38Z
28695382,John Gilmore,314930,3,43531164,2016-11-10T10:55:40Z
28824888,USA Editor,1282393,10,39679418,2016-05-31T03:34:01Z
28825281,USA Editor,1282393,12,39679418,2016-05-31T03:34:01Z
28825642,IcyMidnight,7168577,12,54673504,2017-12-16T08:13:21Z
28841115,TheDutchMan13,1330847,21,49322246,2017-06-07T01:25:24Z
28841117,Dawnstar,9625607,26,69776564,2019-05-01T18:37:03Z
28841120,clay_c,119881,17,68800503,2019-04-02T16:16:02Z
28841121,clay_c,119881,23,68800503,2019-04-02T16:16:02Z
28841122,emeryradio,5355691,13,51126807,2017-08-15T02:27:04Z
28841123,TheDutchMan13,1330847,15,49322246,2017-06-07T01:25:25Z
28841124,Vahad,6806109,11,62184551,2018-08-31T20:41:17Z
28841474,ericrwolfe,2014349,11,68319842,2019-03-20T05:46:13Z
28841478,ericrwolfe,2014349,6,68319842,2019-03-20T05:46:13Z
28841480,oba510,933797,3,55026556,2017-12-30T04:54:48Z
28842113,rkuris,501715,7,27676411,2014-12-24T16:59:56Z
28842131,rkuris,501715,4,27676411,2014-12-24T16:59:57Z
28842134,rkuris,501715,3,27676411,2014-12-24T16:59:57Z
28842137,StellanL,28775,2,217220,2008-12-07T01:41:55Z
28842183,DannyAiquipa,2226712,9,37125185,2016-02-10T14:04:09Z
28842422,Yarl,91056,5,58105198,2018-04-15T08:42:35Z
28842423,oba510,933797,10,62941178,2018-09-26T10:00:44Z
28842443,danrademacher,2682147,14,66351019,2019-01-16T04:18:58Z
28843496,Claudius Henrichs,18069,16,55748194,2018-01-25T17:25:43Z
28843606,clay_c,119881,8,68800503,2019-04-02T16:16:03Z
28843615,TheDutchMan13,1330847,27,49322246,2017-06-07T01:25:25Z
28843620,StellanL,28775,1,220218,2008-12-07T05:13:24Z
28843806,saikofish,236172,3,10573727,2012-02-03T07:01:18Z
28843966,njtbusfan,8107451,13,62086023,2018-08-28T21:51:03Z
28844040,JessAk71,381909,6,68453001,2019-03-23T19:14:29Z
28844805,clay_c,119881,14,69251008,2019-04-15T22:22:52Z
29023741,jgkamat,3396807,15,55049482,2017-12-31T02:59:19Z
29023785,clay_c,119881,13,69581790,2019-04-25T22:10:31Z
29059310,clay_c,119881,28,68213024,2019-03-16T20:29:32Z
29059321,oba510,933797,28,67272537,2019-02-17T08:20:42Z
29059461,clay_c,119881,7,68863345,2019-04-04T02:06:45Z
29059494,tozo5510,8720330,10,61875596,2018-08-22T04:27:28Z
29059495,clay_c,119881,12,66816409,2019-01-31T22:07:42Z
29328570,clay_c,119881,11,67822811,2019-03-05T21:41:27Z
29480944,TheDutchMan13,1330847,5,49322246,2017-06-07T01:25:30Z
29480946,Irina Karachevtseva,5288591,6,56689543,2018-02-26T12:52:40Z
29480947,clay_c,119881,8,19816879,2014-01-05T03:22:47Z
29481846,njtbusfan,8107451,12,61968343,2018-08-24T19:07:51Z
29481848,saikabhi,3029661,20,50991503,2017-08-10T07:13:44Z
29481854,clay_c,119881,55,68938923,2019-04-05T21:44:53Z
30027081,Gregory Arenius,116029,2,5523960,2010-08-18T07:24:05Z
30028988,gormur,103253,4,10333244,2012-01-08T16:14:46Z
30029172,clay_c,119881,18,66816409,2019-01-31T22:07:42Z
30029674,clay_c,119881,8,66788285,2019-01-31T01:58:01Z
30029681,dpaschich,621202,21,50014741,2017-07-03T17:27:36Z
30029703,clay_c,119881,10,66846947,2019-02-01T23:35:46Z
30029878,TheDutchMan13,1330847,15,49322246,2017-06-07T01:25:35Z
30030101,btwhite92,730573,31,50763720,2017-08-01T20:11:14Z
30035647,Adamant1,4540953,10,58894831,2018-05-12T05:43:26Z
30035682,clay_c,119881,17,68928193,2019-04-05T16:29:14Z
30035688,IcyMidnight,7168577,17,54619953,2017-12-14T10:17:50Z
30035696,clay_c,119881,20,67941525,2019-03-08T21:45:28Z
30035709,clay_c,119881,8,68770498,2019-04-01T21:18:35Z
30035754,TheDutchMan13,1330847,11,49322246,2017-06-07T01:25:37Z
30390473,wegavision,564585,3,15117133,2013-02-21T21:38:51Z
30454437,srividya_c,2115749,17,61523981,2018-08-10T07:26:41Z
30516706,sdelgerbayar,8896306,9,68815919,2019-04-02T22:30:10Z
30516714,oba510,933797,9,70659059,2019-05-27T11:54:12Z
30622802,Sarah M,74292,1,849388,2009-01-28T15:55:25Z
30622832,balrog-kun,20587,2,7591739,2011-03-18T02:54:04Z
30622856,Sarah M,74292,1,849388,2009-01-28T15:58:20Z
30622872,Sarah M,74292,1,849388,2009-01-28T15:59:04Z
30622878,Sarah M,74292,1,849388,2009-01-28T15:59:21Z
30622966,Sarah M,74292,1,849388,2009-01-28T16:01:29Z
30752796,Sarah M,74292,2,82184,2009-02-02T21:19:55Z
30752848,Sarah M,74292,1,82184,2009-02-02T21:20:42Z
30752866,Sarah M,74292,1,82184,2009-02-02T21:21:11Z
30752893,Sarah M,74292,1,82184,2009-02-02T21:22:09Z
30752902,Sarah M,74292,1,82184,2009-02-02T21:22:46Z
30752910,Sarah M,74292,1,82184,2009-02-02T21:23:10Z
30752948,Sarah M,74292,1,82184,2009-02-02T21:24:31Z
30752961,vdogg89,1856028,2,26771226,2014-11-14T07:33:52Z
30752982,Sarah M,74292,1,82184,2009-02-02T21:25:21Z
30753004,Sarah M,74292,2,82184,2009-02-02T21:27:07Z
30758839,Claudius Henrichs,18069,13,55748194,2018-01-25T17:25:44Z
30831490,TheDutchMan13,1330847,18,49322246,2017-06-07T01:25:42Z
30831505,TheDutchMan13,1330847,6,49322246,2017-06-07T01:25:43Z
30831508,Irina Karachevtseva,5288591,14,56573198,2018-02-22T09:10:58Z
30831509,TheDutchMan13,1330847,6,49322246,2017-06-07T01:25:43Z
30831609,TheDutchMan13,1330847,11,49322246,2017-06-07T01:25:44Z
30831679,TheDutchMan13,1330847,7,49322246,2017-06-07T01:25:44Z
30831796,clay_c,119881,25,66816409,2019-01-31T22:07:43Z
30831808,clay_c,119881,17,67822811,2019-03-05T21:41:27Z
30832342,Adamant1,4540953,11,59796155,2018-06-13T04:08:19Z
30832402,TheDutchMan13,1330847,7,49322246,2017-06-07T01:25:45Z
30832455,oba510,933797,13,66869257,2019-02-03T04:20:01Z
30832489,Irina Karachevtseva,5288591,16,56587687,2018-02-22T18:23:00Z
30832504,fmarier,24555,9,49955967,2017-06-30T23:23:17Z
30832507,fmarier,24555,9,49955050,2017-06-30T22:09:44Z
31129372,clay_c,119881,33,61761408,2018-08-18T03:27:14Z
31129732,DannyAiquipa,2226712,24,50603495,2017-07-26T23:13:45Z
31129765,clay_c,119881,27,61782308,2018-08-18T23:51:36Z
31129771,oba510,933797,21,61579912,2018-08-12T05:43:26Z
31148684,Irina Karachevtseva,5288591,8,56635489,2018-02-24T12:55:28Z
31150304,Michal Migurski,25981,1,510427,2009-02-17T09:19:08Z
31560837,mapsru,313014,13,62809540,2018-09-21T20:16:40Z
31609103,USA Editor,1282393,8,39679418,2016-05-31T03:34:00Z
31759376,Edward,364,7,66544213,2019-01-22T17:09:10Z
31772645,clay_c,119881,19,70374431,2019-05-17T21:20:18Z
32007403,srividya_c,2115749,13,61523981,2018-08-10T07:26:42Z
32007409,clay_c,119881,22,61761408,2018-08-18T03:27:15Z
32121419,Minh Nguyen,33757,11,67060554,2019-02-09T22:28:39Z
32121420,Irina Karachevtseva,5288591,15,56638673,2018-02-24T15:25:39Z
32121422,TheDutchMan13,1330847,7,49322246,2017-06-07T01:25:53Z
32121423,manoharuss,3769434,9,51022796,2017-08-11T07:05:19Z
32121424,AragonChristopherR17Z,3031704,9,59197493,2018-05-23T04:17:24Z
32121425,TheDutchMan13,1330847,6,49322246,2017-06-07T01:25:54Z
32121426,TheDutchMan13,1330847,7,49322246,2017-06-07T01:25:54Z
32121427,clay_c,119881,19,68156046,2019-03-14T23:28:48Z
32121428,TheDutchMan13,1330847,4,49322246,2017-06-07T01:25:54Z
32121429,TheDutchMan13,1330847,7,49322246,2017-06-07T01:25:54Z
32121432,TheDutchMan13,1330847,8,49322246,2017-06-07T01:25:55Z
32121433,Irina Karachevtseva,5288591,11,56638673,2018-02-24T15:25:40Z
32121434,TheDutchMan13,1330847,7,49322246,2017-06-07T01:25:55Z
32134648,TheDutchMan13,1330847,6,49322246,2017-06-07T01:25:55Z
32450349,clay_c,119881,3,66816409,2019-01-31T22:07:44Z
32610521,bdon_import,3817650,7,55661635,2018-01-22T17:40:57Z
32610527,Rub21,510836,5,20548613,2014-02-13T21:14:09Z
32610759,Rub21,510836,4,20548613,2014-02-13T21:14:09Z
32610792,saikofish,236172,2,10582043,2012-02-04T08:52:17Z
32610816,bdon_import,3817650,6,55661635,2018-01-22T17:40:57Z
32612241,Adamant1,4540953,7,58980657,2018-05-15T11:26:41Z
32612362,dpaschich,621202,5,52687904,2017-10-06T16:29:41Z
32612376,Adamant1,4540953,3,61317958,2018-08-03T06:41:05Z
32612471,Edward,364,8,66944100,2019-02-05T20:45:21Z
32612484,Edward,364,9,58411072,2018-04-25T14:53:47Z
32612487,bdon_import,3817650,7,55750902,2018-01-25T18:51:09Z
32612520,nvk,131996,5,32639063,2015-07-14T21:31:33Z
32612538,nvk,131996,6,32639063,2015-07-14T21:31:32Z
32612608,vvoovv,27371,4,53962050,2017-11-20T22:12:48Z
32612628,oba510,933797,5,14292053,2012-12-16T12:14:26Z
32612635,nvk,131996,3,32639063,2015-07-14T21:31:33Z
32612692,oba510,933797,5,14292053,2012-12-16T12:14:26Z
32612700,oba510,933797,3,14292053,2012-12-16T12:14:26Z
32612730,oba510,933797,4,14292053,2012-12-16T12:14:27Z
32613431,bdon_import,3817650,7,55661635,2018-01-22T17:40:58Z
32858737,bdon_import,3817650,7,55661635,2018-01-22T17:40:59Z
32858741,bdon_import,3817650,6,55661635,2018-01-22T17:41:00Z
32858754,quincylvania,4515353,11,60916875,2018-07-20T19:12:58Z
32858768,bdon_import,3817650,6,55661635,2018-01-22T17:41:00Z
32858794,Nathan K,732991,6,35496762,2015-11-21T20:38:22Z
32858847,Nathan K,732991,6,35496762,2015-11-21T20:38:23Z
32858908,bdon_import,3817650,7,55660785,2018-01-22T17:09:33Z
32858912,dbaron,481533,4,47003518,2017-03-20T07:11:52Z
32858943,bdon_import,3817650,7,55661596,2018-01-22T17:39:33Z
32859013,bdon_import,3817650,4,55661596,2018-01-22T17:39:33Z
32859152,Adamant1,4540953,7,58980657,2018-05-15T11:26:40Z
32859283,bdon_import,3817650,5,55661596,2018-01-22T17:39:33Z
32859284,bdon_import,3817650,8,55661596,2018-01-22T17:39:33Z
32859287,bdon_import,3817650,6,55661596,2018-01-22T17:39:33Z
32859357,nvk,131996,4,32639063,2015-07-14T21:31:32Z
32859640,Edward,364,8,58411072,2018-04-25T14:53:49Z
32859810,JessAk71,381909,6,41227986,2016-08-04T01:54:23Z
32859862,JessAk71,381909,5,61642524,2018-08-14T01:07:27Z
32859888,nvk,131996,3,32639063,2015-07-14T21:31:35Z
32859974,yunxiangz,6878204,7,57319564,2018-03-19T14:08:08Z
32859983,bdon_import,3817650,4,55661596,2018-01-22T17:39:33Z
32860865,drewda,73268,6,48627116,2017-05-12T15:13:25Z
32862406,th_archguru,6633599,8,51923342,2017-09-10T23:52:40Z
32862467,nvk,131996,5,35065793,2015-11-03T20:42:47Z
32862485,nvk,131996,3,35065793,2015-11-03T20:42:46Z
32862560,Gregory Arenius,116029,2,6581846,2010-12-08T03:13:37Z
32862580,oba510,933797,3,42244754,2016-09-18T11:10:21Z
32862590,oba510,933797,3,42244754,2016-09-18T11:10:22Z
32862740,nvk,131996,3,32639063,2015-07-14T21:31:50Z
32862751,RaffyO,81497,1,276112,2009-04-05T22:17:40Z
32862802,Edward,364,5,58137503,2018-04-16T13:05:13Z
32862919,dchiles,153669,9,66850376,2019-02-02T07:16:25Z
32862942,dchiles,153669,3,66850376,2019-02-02T07:16:25Z
32863010,manings,3272286,6,46043622,2017-02-13T11:02:35Z
32863065,mglasser,5954352,4,48743334,2017-05-16T19:50:35Z
32863429,manings,3272286,8,46045010,2017-02-13T11:57:02Z
32863494,reidpelton,9097970,25,69473574,2019-04-23T04:30:24Z
32863589,bdon_import,3817650,8,55661515,2018-01-22T17:36:42Z
32863633,mapadu,9755853,14,70488562,2019-05-21T18:05:22Z
32863657,bdon_import,3817650,7,55750412,2018-01-25T18:34:30Z
32863779,bdon_import,3817650,14,55663817,2018-01-22T19:06:03Z
32863953,Adamant1,4540953,15,58264977,2018-04-20T13:47:16Z
32864112,Nathan K,732991,4,65588358,2018-12-18T17:55:42Z
32864294,zacharynoah,9360137,5,66350975,2019-01-16T04:15:36Z
32864475,Rub21,510836,4,20419359,2014-02-06T20:43:25Z
32864519,Irina Karachevtseva,5288591,5,56643557,2018-02-24T19:11:27Z
32864555,Irina Karachevtseva,5288591,5,56643557,2018-02-24T19:11:27Z
32864623,AndrewSnow,371121,6,41745945,2016-08-27T23:35:52Z
32864651,rza31,2137840,5,46062676,2017-02-13T21:43:10Z
32864883,RaffyO,81497,1,276112,2009-04-05T23:21:41Z
32864906,rza31,2137840,2,46062676,2017-02-13T21:43:10Z
32864957,bdon_import,3817650,8,55663856,2018-01-22T19:07:49Z
32864968,oba510,933797,4,69441173,2019-04-22T05:59:45Z
32864985,oba510,933797,7,69441173,2019-04-22T05:59:45Z
32864990,mash84121,1501508,5,52289339,2017-09-22T20:40:50Z
32865004,nvk,131996,2,32639063,2015-07-14T21:31:39Z
32865027,Edward,364,7,61569480,2018-08-11T16:36:29Z
32865035,RaffyO,81497,1,276112,2009-04-05T23:27:48Z
32865161,JessAk71,381909,15,68528424,2019-03-26T01:07:26Z
32865354,Chetan_Gowda,2644101,4,48836999,2017-05-20T06:53:31Z
32865362,Chetan_Gowda,2644101,5,48836999,2017-05-20T06:53:31Z
32865366,rza31,2137840,3,46062676,2017-02-13T21:43:10Z
32865381,rza31,2137840,3,46062676,2017-02-13T21:43:11Z
32865408,rza31,2137840,4,46062676,2017-02-13T21:43:11Z
32865521,Chetan_Gowda,2644101,5,48836999,2017-05-20T06:53:31Z
32865563,KindredCoda,14293,3,37358255,2016-02-22T03:12:19Z
32865568,saikofish,236172,2,10573460,2012-02-03T05:38:39Z
32865587,KindredCoda,14293,5,37358255,2016-02-22T03:12:19Z
32865606,sebastic,665748,12,48103293,2017-04-24T21:11:45Z
32865611,StellanL,28775,6,4899050,2010-06-04T08:37:35Z
32865635,StellanL,28775,8,4899050,2010-06-04T08:37:36Z
32865664,StellanL,28775,3,1007832,2009-04-28T20:13:06Z
32865680,RaffyO,81497,2,276112,2009-04-05T23:53:21Z
32865746,JessAk71,381909,17,68528424,2019-03-26T01:07:27Z
32865748,rza31,2137840,2,46062676,2017-02-13T21:43:11Z
32865757,Edward,364,10,54872364,2017-12-23T20:35:26Z
32865915,dpaschich,621202,8,52687709,2017-10-06T16:21:59Z
32929983,Anu@lyft,8168739,18,65827166,2018-12-27T23:04:06Z
32930554,velonautian,637707,15,45403654,2017-01-23T15:58:19Z
32931798,njtbusfan,8107451,16,62086023,2018-08-28T21:51:03Z
32945894,JessAk71,381909,7,68516046,2019-03-25T17:43:49Z
32945902,JessAk71,381909,4,68516046,2019-03-25T17:43:49Z
32945927,MonkeybrainsDan,2375828,3,53379106,2017-10-30T20:57:21Z
32945951,bdon_import,3817650,5,55635624,2018-01-21T19:07:03Z
32945955,rza31,2137840,3,46062676,2017-02-13T21:43:11Z
32945960,oba510,933797,2,21469698,2014-04-03T04:46:18Z
32946057,Nathan K,732991,3,35498857,2015-11-21T23:02:32Z
32946059,dpaschich,621202,2,41655585,2016-08-24T07:16:42Z
32946083,Miles Florence,8891073,7,66040536,2019-01-05T06:27:40Z
32946353,JessAk71,381909,5,41227986,2016-08-04T01:40:58Z
32946359,Edward,364,6,58411072,2018-04-25T14:53:54Z
32946373,StellanL,28775,4,9781301,2011-11-09T13:59:11Z
32946402,Adamant1,4540953,2,61317999,2018-08-03T06:42:47Z
32946462,eric22,160949,7,43708502,2016-11-16T19:29:20Z
32946479,KindredCoda,14293,5,58894488,2018-05-12T05:07:22Z
32946526,Edward,364,7,55757379,2018-01-26T00:18:13Z
32946535,Edward,364,6,49588642,2017-06-16T11:24:00Z
32946554,sebastic,665748,7,48131376,2017-04-25T16:17:10Z
32946570,Edward,364,7,49588404,2017-06-16T11:12:57Z
32946577,nereocystis,1835512,5,54244163,2017-12-01T17:48:38Z
32946628,Edward,364,8,49588642,2017-06-16T11:24:15Z
32946637,Edward,364,5,58411072,2018-04-25T14:53:49Z
32946665,bdon_import,3817650,5,55750924,2018-01-25T19:25:12Z
32946667,bdon_import,3817650,7,55750924,2018-01-25T19:25:12Z
32946671,Edward,364,5,49588404,2017-06-16T11:12:54Z
32946675,Edward,364,7,55757379,2018-01-26T00:18:33Z
32946683,bdon_import,3817650,5,55750412,2018-01-25T18:34:30Z
32946698,bdon_import,3817650,3,55750412,2018-01-25T18:34:30Z
32946725,sebastic,665748,6,48131376,2017-04-25T16:17:10Z
32946729,sebastic,665748,2,48131376,2017-04-25T16:17:11Z
32946751,bdon_import,3817650,5,55750412,2018-01-25T18:34:30Z
32946758,bdon_import,3817650,4,55750412,2018-01-25T18:34:30Z
32946761,bdon_import,3817650,5,55750412,2018-01-25T18:34:30Z
32946763,bdon_import,3817650,5,55750412,2018-01-25T18:34:30Z
32946764,bdon_import,3817650,3,55750412,2018-01-25T18:34:30Z
32946774,Harry Cutts,670691,6,45016392,2017-01-09T02:56:52Z
32946778,Edward,364,6,55757379,2018-01-26T00:18:17Z
32946780,bdon_import,3817650,4,55661515,2018-01-22T17:36:42Z
32946790,bdon_import,3817650,7,55661515,2018-01-22T17:36:42Z
32946882,bdon_import,3817650,5,55661515,2018-01-22T17:36:42Z
32946942,Nikola K,5419835,9,51178814,2017-08-16T15:25:10Z
32946958,KindredCoda,14293,4,37357923,2016-02-22T02:02:45Z
32946970,RaffyO,81497,1,347915,2009-04-09T08:32:18Z
32946975,RaffyO,81497,1,347915,2009-04-09T08:32:51Z
32946989,RaffyO,81497,1,347915,2009-04-09T08:33:35Z
32947012,RaffyO,81497,1,347915,2009-04-09T08:34:01Z
32947040,graygnome,9225111,9,66324093,2019-01-15T07:46:06Z
32947055,JessAk71,381909,2,41228357,2016-08-04T02:36:18Z
32947069,bdon_import,3817650,7,55661493,2018-01-22T17:35:52Z
32947078,Gregory Arenius,116029,3,5285465,2010-07-22T09:30:30Z
32947088,Gregory Arenius,116029,4,5285465,2010-07-22T09:31:08Z
32947094,Gregory Arenius,116029,5,5285465,2010-07-22T09:31:08Z
32947147,Gregory Arenius,116029,2,11495263,2012-05-04T07:44:13Z
32947165,Edward,364,6,49588642,2017-06-16T11:23:56Z
32947167,sebastic,665748,2,48131376,2017-04-25T16:17:11Z
32947179,RaffyO,81497,1,347915,2009-04-09T08:45:31Z
32947245,bdon_import,3817650,8,55661515,2018-01-22T17:36:42Z
32947324,TZorn,225559,3,61833168,2018-08-20T18:57:33Z
32947355,bdon_import,3817650,4,55660785,2018-01-22T17:09:33Z
32947380,oba510,933797,7,70346968,2019-05-17T08:23:27Z
32947395,oba510,933797,3,70346968,2019-05-17T08:23:27Z
32947400,oba510,933797,4,70346968,2019-05-17T08:23:27Z
32947408,bdon_import,3817650,6,55661596,2018-01-22T17:39:34Z
32947500,KindredCoda,14293,6,59239917,2018-05-24T12:16:08Z
32947510,Edward,364,4,58792963,2018-05-08T16:03:21Z
32947515,dpaschich,621202,2,41655585,2016-08-24T07:16:42Z
32947521,bdon_import,3817650,4,55661596,2018-01-22T17:39:34Z
32947542,bdon_import,3817650,4,55661596,2018-01-22T17:39:34Z
32947577,sebastic,665748,9,59004013,2018-05-16T05:14:26Z
32947588,bdon_import,3817650,5,55661874,2018-01-22T17:49:53Z
32947621,bdon_import,3817650,6,55661874,2018-01-22T17:49:54Z
32954103,TheDutchMan13,1330847,6,49322246,2017-06-07T01:26:02Z
32954109,Gregory Arenius,116029,6,6589460,2010-12-08T21:16:34Z
32954112,KindredCoda,14293,6,8044243,2011-05-03T21:50:21Z
32963344,bdon_import,3817650,6,55750924,2018-01-25T19:25:12Z
32963370,oba510,933797,6,70344659,2019-05-17T06:46:22Z
32963382,Edward,364,7,55765819,2018-01-26T09:36:01Z
32963425,Edward,364,6,58547012,2018-04-30T08:25:58Z
32963571,user_5359,5359,7,69812184,2019-05-02T16:46:35Z
32964218,mapman44,2888253,3,69935455,2019-05-06T13:01:27Z
32964237,bdon_import,3817650,4,55564590,2018-01-18T23:32:24Z
32964262,IcyMidnight,7168577,7,54454440,2017-12-08T10:11:44Z
32964914,bdon_import,3817650,8,55564615,2018-01-18T23:33:39Z
32964948,Gregory Arenius,116029,3,5275242,2010-07-20T23:53:29Z
32965008,b-jazz-bot,9451067,9,67331913,2019-02-18T22:13:32Z
32965051,bdon_import,3817650,3,55564693,2018-01-18T23:39:01Z
32965093,bdon_import,3817650,3,55564693,2018-01-18T23:39:01Z
32965108,sachingoel,8568808,6,60849222,2018-07-18T20:40:27Z
32965178,friedbunny,643374,2,41050580,2016-07-26T23:26:12Z
32965182,bdon_import,3817650,6,55586346,2018-01-19T19:25:01Z
32965190,ElliottPlack,105946,2,16477069,2013-06-09T06:11:54Z
32965204,oba510,933797,4,66869257,2019-02-03T04:20:01Z
32965234,IcyMidnight,7168577,7,54619953,2017-12-14T10:17:48Z
32965263,bdon_import,3817650,4,55586346,2018-01-19T19:25:01Z
32965267,friedbunny,643374,5,41050580,2016-07-26T23:26:12Z
32965287,IcyMidnight,7168577,5,54619953,2017-12-14T10:17:49Z
32965865,bdon_import,3817650,7,55661596,2018-01-22T17:39:34Z
32965872,dpaschich,621202,2,41655585,2016-08-24T07:16:42Z
33111467,KindredCoda,14293,21,70043634,2019-05-08T19:30:24Z
33194422,b-jazz-bot,9451067,10,67484305,2019-02-23T00:34:47Z
33236619,andygol,94578,9,50914033,2017-08-07T11:13:01Z
33293282,Eric Fischer,3158,5,26325950,2014-10-25T17:16:49Z
33570416,rowers2,2445224,6,49611218,2017-06-17T10:17:13Z
33570486,rowers2,2445224,4,49611218,2017-06-17T10:17:13Z
33570646,Edward,364,5,56408831,2018-02-16T10:03:58Z
33571523,bdon_import,3817650,6,55663867,2018-01-22T19:08:31Z
33617520,bdon_import,3817650,7,55750412,2018-01-25T18:34:30Z
33619301,Edward,364,5,61569480,2018-08-11T16:36:44Z
33787203,clay_c,119881,5,66816409,2019-01-31T22:07:44Z
33788189,clay_c,119881,6,66816409,2019-01-31T22:07:44Z
33788195,clay_c,119881,3,66816409,2019-01-31T22:07:44Z
33789566,Irina Karachevtseva,5288591,10,56643557,2018-02-24T19:11:27Z
33789567,Irina Karachevtseva,5288591,6,56643557,2018-02-24T19:11:27Z
33789581,Irina Karachevtseva,5288591,7,56643557,2018-02-24T19:11:27Z
33790108,Irina Karachevtseva,5288591,4,56643557,2018-02-24T19:11:28Z
33790323,Adamant1,4540953,8,58657822,2018-05-03T19:13:16Z
33790683,StellanL,28775,1,1007832,2009-04-28T20:12:07Z
33790686,StellanL,28775,1,1007832,2009-04-28T20:12:23Z
33790699,StellanL,28775,1,1007832,2009-04-28T20:12:30Z
33790703,StellanL,28775,1,1007832,2009-04-28T20:12:36Z
33883156,reidpelton,9097970,3,69473574,2019-04-23T04:30:24Z
33925304,rowers2,2445224,3,49611218,2017-06-17T10:17:13Z
33994962,bdon_import,3817650,6,55665460,2018-01-22T20:14:11Z
33996528,rowers2,2445224,2,49611218,2017-06-17T10:17:13Z
34128766,velonautian,637707,6,45561002,2017-01-27T14:26:35Z
34128773,emeryradio,5355691,23,52023786,2017-09-14T01:07:10Z
34285731,Claudius Henrichs,18069,8,66643969,2019-01-25T21:12:56Z
34285845,bdon_import,3817650,6,55661701,2018-01-22T17:43:36Z
34285953,rowers2,2445224,3,49611218,2017-06-17T10:17:13Z
34286044,freebeer,429761,7,55714412,2018-01-24T14:25:21Z
34411190,oba510,933797,3,24968758,2014-08-24T03:03:01Z
34477525,IcyMidnight,7168577,7,54620132,2017-12-14T10:27:08Z
35024301,bdon_import,3817650,9,55663867,2018-01-22T19:08:31Z
35024317,bdon_import,3817650,6,55663867,2018-01-22T19:08:31Z
