id,user,uid,version,changeset,timestamp
8916345,TheDutchMan13,1330847,6,49322246,2017-06-07T01:16:53Z
8916351,TheDutchMan13,1330847,4,49322246,2017-06-07T01:16:53Z
8916375,oba510,933797,30,55131368,2018-01-03T15:03:19Z
8916415,TheDutchMan13,1330847,7,49322246,2017-06-07T01:16:56Z
8916444,TheDutchMan13,1330847,3,49322246,2017-06-07T01:16:58Z
8916476,TheDutchMan13,1330847,4,49322246,2017-06-07T01:17:01Z
8916478,TheDutchMan13,1330847,7,49322246,2017-06-07T01:17:01Z
8916492,Irina Karachevtseva,5288591,6,56635489,2018-02-24T12:55:25Z
8916498,TheDutchMan13,1330847,6,49322246,2017-06-07T01:17:03Z
8916500,TheDutchMan13,1330847,5,49322246,2017-06-07T01:17:03Z
8916545,TheDutchMan13,1330847,6,49322246,2017-06-07T01:17:06Z
8916551,Fikadu Balcha,9051248,7,69019361,2019-04-08T18:57:55Z
8916553,Fikadu Balcha,9051248,16,69011947,2019-04-08T15:37:06Z
8916562,clay_c,119881,13,68124402,2019-03-14T05:43:48Z
8916570,TheDutchMan13,1330847,6,49322246,2017-06-07T01:17:09Z
8916580,TheDutchMan13,1330847,5,49322246,2017-06-07T01:17:10Z
8916625,TheDutchMan13,1330847,5,49322246,2017-06-07T01:17:10Z
8916662,Irina Karachevtseva,5288591,19,56689543,2018-02-26T12:52:39Z
8916667,IcyMidnight,7168577,7,55287200,2018-01-09T09:14:03Z
8916733,TheDutchMan13,1330847,5,49322246,2017-06-07T01:17:15Z
8916759,clay_c,119881,8,68124402,2019-03-14T05:43:48Z
8916788,Irina Karachevtseva,5288591,7,56663149,2018-02-25T15:05:15Z
8916792,clay_c,119881,32,70000257,2019-05-07T21:50:46Z
8916798,chachafish,2237750,21,63557245,2018-10-15T22:03:39Z
8916805,TheDutchMan13,1330847,4,49322246,2017-06-07T01:17:21Z
8916826,TheDutchMan13,1330847,11,49322246,2017-06-07T01:17:22Z
8916857,TheDutchMan13,1330847,5,49322246,2017-06-07T01:17:24Z
8916865,TheDutchMan13,1330847,11,49322246,2017-06-07T01:17:25Z
8916867,Claudius Henrichs,18069,25,55736624,2018-01-25T11:05:17Z
8916882,clay_c,119881,12,66816409,2019-01-31T22:04:36Z
8916889,Irina Karachevtseva,5288591,24,56643557,2018-02-24T19:11:24Z
8916902,TheDutchMan13,1330847,3,49322246,2017-06-07T01:17:28Z
8916922,Fikadu Balcha,9051248,53,67704048,2019-03-02T00:40:17Z
8916927,TheDutchMan13,1330847,9,49322246,2017-06-07T01:17:30Z
8916929,DannyAiquipa,2226712,11,49476646,2017-06-12T18:20:57Z
8916930,rkuris,501715,4,22611423,2014-05-29T04:29:32Z
8916931,TheDutchMan13,1330847,4,49322246,2017-06-07T01:17:30Z
8916932,Kathleendiep,8100734,7,60288485,2018-06-29T20:00:52Z
8916933,ewalker11,3748220,11,66722978,2019-01-29T01:28:23Z
8916934,TheDutchMan13,1330847,4,49322246,2017-06-07T01:17:30Z
8916935,TheDutchMan13,1330847,8,49322246,2017-06-07T01:17:30Z
8916936,TheDutchMan13,1330847,6,49322246,2017-06-07T01:17:31Z
8916957,TheDutchMan13,1330847,6,49322246,2017-06-07T01:17:32Z
8916962,clay_c,119881,5,66816409,2019-01-31T22:04:36Z
8916967,TheDutchMan13,1330847,15,49322246,2017-06-07T01:17:33Z
8916975,TheDutchMan13,1330847,9,49322246,2017-06-07T01:17:34Z
8916990,TheDutchMan13,1330847,6,49322246,2017-06-07T01:17:35Z
8917028,TheDutchMan13,1330847,5,49322246,2017-06-07T01:17:37Z
8917030,TheDutchMan13,1330847,8,49322246,2017-06-07T01:17:37Z
8917054,TheDutchMan13,1330847,5,49322246,2017-06-07T01:17:38Z
8917055,taifunbrowser,6410428,5,50739148,2017-08-01T06:07:43Z
8917056,TheDutchMan13,1330847,4,49322246,2017-06-07T01:17:39Z
8917071,TheDutchMan13,1330847,4,49322246,2017-06-07T01:17:40Z
8917113,KindredCoda,14293,15,70049516,2019-05-08T22:09:54Z
8917138,TheDutchMan13,1330847,8,49322246,2017-06-07T01:17:44Z
8917140,clay_c,119881,8,66816409,2019-01-31T22:04:36Z
8917165,javmoh,9632266,9,69925051,2019-05-06T07:27:36Z
8917174,TheDutchMan13,1330847,11,49322246,2017-06-07T01:17:47Z
8917177,clay_c,119881,19,68124402,2019-03-14T05:43:48Z
8917185,TheDutchMan13,1330847,8,49322246,2017-06-07T01:17:48Z
8917186,TheDutchMan13,1330847,5,49322246,2017-06-07T01:17:48Z
8917187,TheDutchMan13,1330847,5,49322246,2017-06-07T01:17:48Z
8917188,oba510,933797,7,47257631,2017-03-29T11:44:01Z
8917194,TheDutchMan13,1330847,7,49322246,2017-06-07T01:17:49Z
8917221,TheDutchMan13,1330847,4,49322246,2017-06-07T01:17:50Z
8917241,TheDutchMan13,1330847,4,49322246,2017-06-07T01:17:51Z
8917248,TheDutchMan13,1330847,7,49322246,2017-06-07T01:17:52Z
8917249,TheDutchMan13,1330847,6,49322246,2017-06-07T01:17:52Z
8917256,Aaron Lidman,53073,25,69719949,2019-04-30T05:38:11Z
8917284,Adamant1,4540953,30,60217887,2018-06-27T13:15:13Z
8917285,TheDutchMan13,1330847,5,49322246,2017-06-07T01:17:55Z
8917288,TheDutchMan13,1330847,6,49322246,2017-06-07T01:17:55Z
8917292,KindredCoda,14293,23,69829889,2019-05-03T06:41:30Z
8917301,TheDutchMan13,1330847,5,49322246,2017-06-07T01:17:56Z
8917308,TheDutchMan13,1330847,8,49322246,2017-06-07T01:17:57Z
8917312,TheDutchMan13,1330847,4,49322246,2017-06-07T01:17:57Z
8917324,Irina Karachevtseva,5288591,10,56684752,2018-02-26T10:02:30Z
8917334,TheDutchMan13,1330847,8,49322246,2017-06-07T01:17:59Z
8917337,Aaron Lidman,53073,15,57545421,2018-03-26T19:01:36Z
8917340,TheDutchMan13,1330847,4,49322246,2017-06-07T01:18:00Z
8917343,TheDutchMan13,1330847,5,49322246,2017-06-07T01:18:00Z
8917348,andygol,94578,18,51105755,2017-08-14T10:00:35Z
8917349,TheDutchMan13,1330847,12,49322246,2017-06-07T01:18:00Z
8917350,clay_c,119881,5,66816409,2019-01-31T22:04:37Z
8917351,TheDutchMan13,1330847,5,49322246,2017-06-07T01:18:01Z
8917355,TheDutchMan13,1330847,8,49322246,2017-06-07T01:18:01Z
8917359,TheDutchMan13,1330847,5,49322246,2017-06-07T01:18:01Z
8917369,TheDutchMan13,1330847,9,49322246,2017-06-07T01:18:03Z
8917385,TheDutchMan13,1330847,4,49322246,2017-06-07T01:18:04Z
8917403,IcyMidnight,7168577,9,54677699,2017-12-16T11:55:06Z
8917425,zmoore_lyft,8778510,29,67703178,2019-03-01T23:23:26Z
8917431,TheDutchMan13,1330847,10,49322246,2017-06-07T01:18:06Z
8917432,aperezdc,2507399,22,69169136,2019-04-13T06:34:51Z
8917433,TheDutchMan13,1330847,16,49322246,2017-06-07T01:18:06Z
8917441,TheDutchMan13,1330847,5,49322246,2017-06-07T01:18:07Z
8917446,TheDutchMan13,1330847,4,49322246,2017-06-07T01:18:07Z
8917447,TheDutchMan13,1330847,7,49322246,2017-06-07T01:18:08Z
8917448,balrog-kun,20587,3,4245371,2010-03-27T15:18:39Z
8917449,metahuman,9649284,11,70035099,2019-05-08T15:51:37Z
8917450,KindredCoda,14293,5,61070745,2018-07-25T23:41:06Z
8917451,TheDutchMan13,1330847,5,49322246,2017-06-07T01:18:08Z
8917453,TheDutchMan13,1330847,8,49322246,2017-06-07T01:18:08Z
8917454,TheDutchMan13,1330847,7,49322246,2017-06-07T01:18:08Z
8917455,Irina Karachevtseva,5288591,7,56694070,2018-02-26T15:39:19Z
8917456,oba510,933797,10,70500941,2019-05-22T05:41:31Z
8917462,TheDutchMan13,1330847,4,49322246,2017-06-07T01:18:09Z
8917474,TheDutchMan13,1330847,6,49322246,2017-06-07T01:18:09Z
8917481,TheDutchMan13,1330847,3,49322246,2017-06-07T01:18:10Z
8917489,clay_c,119881,23,68935026,2019-04-05T19:22:46Z
8917495,Martin Atkins,6585,5,15630883,2013-04-06T19:19:07Z
8917498,mpmckenna8,1213904,9,56733118,2018-02-27T19:36:59Z
8917499,Adamant1,4540953,10,58894496,2018-05-12T05:08:09Z
8917500,Irina Karachevtseva,5288591,8,56643557,2018-02-24T19:11:24Z
8917501,TheDutchMan13,1330847,13,49322246,2017-06-07T01:18:11Z
8917502,TheDutchMan13,1330847,4,49322246,2017-06-07T01:18:12Z
8917504,TheDutchMan13,1330847,4,49322246,2017-06-07T01:18:12Z
8917523,TheDutchMan13,1330847,36,49322246,2017-06-07T01:18:13Z
8917558,TheDutchMan13,1330847,6,49322246,2017-06-07T01:18:15Z
8917574,vonvonvon,190493,6,16781624,2013-07-01T18:46:47Z
8917579,TheDutchMan13,1330847,9,49322246,2017-06-07T01:18:16Z
8917586,vonvonvon,190493,5,16781624,2013-07-01T18:46:48Z
8917590,TheDutchMan13,1330847,6,49322246,2017-06-07T01:18:16Z
8917625,TheDutchMan13,1330847,8,49322246,2017-06-07T01:18:19Z
8917670,oba510,933797,14,70502017,2019-05-22T06:31:06Z
8917694,TheDutchMan13,1330847,7,49322246,2017-06-07T01:18:23Z
8917695,TheDutchMan13,1330847,7,49322246,2017-06-07T01:18:23Z
8917746,clay_c,119881,33,68006231,2019-03-11T01:47:29Z
8917750,TheDutchMan13,1330847,6,49322246,2017-06-07T01:18:28Z
8917756,emeryradio,5355691,8,52023786,2017-09-14T01:07:07Z
8917757,Irina Karachevtseva,5288591,9,56643557,2018-02-24T19:11:25Z
8917778,sdelgerbayar,8896306,22,68896202,2019-04-04T19:15:21Z
8917791,clay_c,119881,20,69582554,2019-04-25T23:08:54Z
8917801,Irina Karachevtseva,5288591,12,56685003,2018-02-26T10:11:26Z
8917802,TheDutchMan13,1330847,5,49322246,2017-06-07T01:18:32Z
8917804,oba510,933797,10,62166653,2018-08-31T09:57:27Z
8917805,ionutr_telenav,4930407,6,59177919,2018-05-22T11:50:37Z
8917812,Irina Karachevtseva,5288591,6,56643557,2018-02-24T19:11:25Z
8917828,TheDutchMan13,1330847,8,49322246,2017-06-07T01:18:34Z
8917834,TheDutchMan13,1330847,5,49322246,2017-06-07T01:18:34Z
8917850,TheDutchMan13,1330847,5,49322246,2017-06-07T01:18:35Z
8917893,Scottieb3,5819671,15,58146078,2018-04-16T18:09:43Z
8917939,TheDutchMan13,1330847,5,49322246,2017-06-07T01:18:38Z
8917941,TheDutchMan13,1330847,5,49322246,2017-06-07T01:18:38Z
8917946,Alan,3095,11,60941771,2018-07-21T23:57:26Z
8917959,Irina Karachevtseva,5288591,5,56643557,2018-02-24T19:11:25Z
8917972,TheDutchMan13,1330847,6,49322246,2017-06-07T01:18:39Z
8918016,vonvonvon,190493,5,16781624,2013-07-01T18:46:46Z
8918017,TheDutchMan13,1330847,6,49322246,2017-06-07T01:18:41Z
8918039,Asumu Takikawa,1744893,21,69631648,2019-04-27T06:52:08Z
8918064,Claudius Henrichs,18069,13,55748194,2018-01-25T17:25:35Z
8918082,TheDutchMan13,1330847,4,49322246,2017-06-07T01:18:43Z
8918210,TheDutchMan13,1330847,18,49322246,2017-06-07T01:18:44Z
8918369,TheDutchMan13,1330847,17,49322246,2017-06-07T01:18:46Z
8918381,Irina Karachevtseva,5288591,5,56591095,2018-02-22T20:27:26Z
8918406,Minh Nguyen,33757,26,67046316,2019-02-09T10:55:30Z
8918457,teodorab_telenav,6294893,6,54841406,2017-12-22T13:27:57Z
8918507,TheDutchMan13,1330847,4,49322246,2017-06-07T01:18:48Z
8918615,TheDutchMan13,1330847,5,49322246,2017-06-07T01:18:51Z
8918618,TheDutchMan13,1330847,4,49322246,2017-06-07T01:18:51Z
8918656,kmcnamara,6639941,17,58358399,2018-04-24T02:14:56Z
8918776,clay_c,119881,6,67821668,2019-03-05T20:58:47Z
8918793,ragingtoro,8392421,41,67774352,2019-03-04T17:00:54Z
8918841,Fikadu Balcha,9051248,8,69019361,2019-04-08T18:57:55Z
8918842,TheDutchMan13,1330847,7,49322246,2017-06-07T01:18:58Z
8918874,Minh Nguyen,33757,81,50117755,2017-07-07T20:21:17Z
8918879,TheDutchMan13,1330847,5,49322246,2017-06-07T01:18:59Z
8918883,TheDutchMan13,1330847,10,49322246,2017-06-07T01:19:00Z
8918884,TheDutchMan13,1330847,8,49322246,2017-06-07T01:19:00Z
8918885,TheDutchMan13,1330847,4,49322246,2017-06-07T01:19:00Z
8918896,TheDutchMan13,1330847,6,49322246,2017-06-07T01:19:00Z
8918928,clay_c,119881,8,67821668,2019-03-05T20:58:47Z
8918970,TheDutchMan13,1330847,7,49322246,2017-06-07T01:19:05Z
8918974,Irina Karachevtseva,5288591,8,56557044,2018-02-21T18:07:45Z
8918979,saikofish,236172,5,10526951,2012-01-29T05:36:19Z
8918982,TheDutchMan13,1330847,7,49322246,2017-06-07T01:19:06Z
8918983,Jothirnadh,2015224,14,50997051,2017-08-10T10:26:14Z
8918987,Irina Karachevtseva,5288591,8,56579491,2018-02-22T12:58:49Z
8918989,Scottieb3,5819671,12,60714780,2018-07-14T15:40:41Z
8918992,Irina Karachevtseva,5288591,15,56557044,2018-02-21T18:07:46Z
8919006,emeryradio,5355691,34,52023786,2017-09-14T01:07:11Z
8919009,KindredCoda,14293,19,69786795,2019-05-02T02:35:01Z
8919020,Redapted,5686433,27,68677088,2019-03-29T19:39:35Z
8919053,TheDutchMan13,1330847,7,49322246,2017-06-07T01:19:09Z
8919058,TheDutchMan13,1330847,8,49322246,2017-06-07T01:19:09Z
8919076,Fikadu Balcha,9051248,9,69019361,2019-04-08T18:57:55Z
8919077,Irina Karachevtseva,5288591,6,56591095,2018-02-22T20:27:27Z
8919080,TheDutchMan13,1330847,4,49322246,2017-06-07T01:19:11Z
8919084,TheDutchMan13,1330847,16,49322246,2017-06-07T01:19:11Z
8919085,Irina Karachevtseva,5288591,6,56689543,2018-02-26T12:52:39Z
8919093,amilopowers,1514673,9,49639595,2017-06-18T17:19:14Z
8919094,TheDutchMan13,1330847,6,49322246,2017-06-07T01:19:12Z
8919096,TheDutchMan13,1330847,4,49322246,2017-06-07T01:19:12Z
8919105,IcyMidnight,7168577,10,54677699,2017-12-16T11:55:08Z
8919119,TheDutchMan13,1330847,5,49322246,2017-06-07T01:19:14Z
8919120,TheDutchMan13,1330847,7,49322246,2017-06-07T01:19:14Z
8919138,TheDutchMan13,1330847,4,49322246,2017-06-07T01:19:16Z
8919157,oba510,933797,13,55625575,2018-01-21T11:44:47Z
8919159,TheDutchMan13,1330847,8,49322246,2017-06-07T01:19:17Z
8919160,TheDutchMan13,1330847,6,49322246,2017-06-07T01:19:18Z
8919163,TheDutchMan13,1330847,12,49322246,2017-06-07T01:19:18Z
8919164,Irina Karachevtseva,5288591,7,56638673,2018-02-24T15:25:38Z
8919173,TheDutchMan13,1330847,14,49322246,2017-06-07T01:19:19Z
8919175,TheDutchMan13,1330847,8,49322246,2017-06-07T01:19:19Z
8919177,Wai Yip Tung,208223,9,3375859,2009-12-14T22:13:51Z
8919178,IcyMidnight,7168577,7,54619953,2017-12-14T10:17:47Z
8919179,TheDutchMan13,1330847,15,49322246,2017-06-07T01:19:20Z
8919191,TheDutchMan13,1330847,15,49322246,2017-06-07T01:19:21Z
8919192,TheDutchMan13,1330847,6,49322246,2017-06-07T01:19:21Z
8919205,Irina Karachevtseva,5288591,26,56557044,2018-02-21T18:07:46Z
8919206,Martin Atkins,6585,6,15630883,2013-04-06T19:19:30Z
8919215,TheDutchMan13,1330847,8,49322246,2017-06-07T01:19:23Z
8919223,TheDutchMan13,1330847,5,49322246,2017-06-07T01:19:23Z
8919227,TheDutchMan13,1330847,3,49322246,2017-06-07T01:19:24Z
8919234,KindredCoda,14293,43,69829889,2019-05-03T06:41:31Z
8919241,sdelgerbayar,8896306,33,68760977,2019-04-01T16:28:24Z
8919247,Howpper,1240864,28,62307417,2018-09-05T11:07:41Z
8919251,Adamant1,4540953,21,59796155,2018-06-13T04:08:23Z
8919269,Aaron Lidman,53073,20,57545421,2018-03-26T19:01:36Z
8919304,TheDutchMan13,1330847,4,49322246,2017-06-07T01:19:27Z
8919322,TheDutchMan13,1330847,3,49322246,2017-06-07T01:19:27Z
8919328,oba510,933797,13,61790292,2018-08-19T10:57:54Z
8919338,TheDutchMan13,1330847,11,49322246,2017-06-07T01:19:28Z
8919343,Irina Karachevtseva,5288591,10,56579491,2018-02-22T12:58:50Z
8919361,TheDutchMan13,1330847,4,49322246,2017-06-07T01:19:30Z
8919403,clay_c,119881,18,69251080,2019-04-15T22:27:12Z
8919405,TheDutchMan13,1330847,8,49322246,2017-06-07T01:19:33Z
8919412,TheDutchMan13,1330847,12,49322246,2017-06-07T01:19:34Z
8919414,TheDutchMan13,1330847,6,49322246,2017-06-07T01:19:34Z
8919415,TheDutchMan13,1330847,5,49322246,2017-06-07T01:19:34Z
8919433,TheDutchMan13,1330847,4,49322246,2017-06-07T01:19:35Z
8919443,Irina Karachevtseva,5288591,5,56587687,2018-02-22T18:22:58Z
8919445,TheDutchMan13,1330847,6,49322246,2017-06-07T01:19:36Z
8919446,TheDutchMan13,1330847,6,49322246,2017-06-07T01:19:36Z
8919447,TheDutchMan13,1330847,5,49322246,2017-06-07T01:19:36Z
8919459,Fikadu Balcha,9051248,5,69011947,2019-04-08T15:37:06Z
8919461,TheDutchMan13,1330847,6,49322246,2017-06-07T01:19:37Z
8919471,TheDutchMan13,1330847,7,49322246,2017-06-07T01:19:38Z
8919481,TheDutchMan13,1330847,5,49322246,2017-06-07T01:19:39Z
8919512,TheDutchMan13,1330847,5,49322246,2017-06-07T01:19:41Z
8919598,oba510,933797,7,62870334,2018-09-24T07:34:28Z
8919599,TheDutchMan13,1330847,6,49322246,2017-06-07T01:19:46Z
8919601,TheDutchMan13,1330847,6,49322246,2017-06-07T01:19:46Z
8919604,oba510,933797,8,62870334,2018-09-24T07:34:28Z
8919605,TheDutchMan13,1330847,6,49322246,2017-06-07T01:19:46Z
8919606,oba510,933797,9,61790292,2018-08-19T10:57:56Z
8919615,Fikadu Balcha,9051248,8,69011947,2019-04-08T15:37:06Z
8919616,oba510,933797,8,55026556,2017-12-30T04:54:47Z
8919652,IcyMidnight,7168577,7,54677699,2017-12-16T11:55:08Z
8919703,TheDutchMan13,1330847,6,49322246,2017-06-07T01:19:53Z
8919715,clay_c,119881,15,68159659,2019-03-15T03:12:43Z
8919738,Fikadu Balcha,9051248,11,69012379,2019-04-08T15:49:35Z
8919757,TheDutchMan13,1330847,6,49322246,2017-06-07T01:19:58Z
8919780,TheDutchMan13,1330847,7,49322246,2017-06-07T01:19:59Z
8919794,TheDutchMan13,1330847,6,49322246,2017-06-07T01:20:00Z
8919826,IcyMidnight,7168577,7,54677199,2017-12-16T11:31:21Z
8919857,oba510,933797,5,14448193,2012-12-29T09:20:34Z
8919872,oba510,933797,9,62244760,2018-09-03T11:44:18Z
8919873,TheDutchMan13,1330847,6,49322246,2017-06-07T01:20:04Z
8919887,TheDutchMan13,1330847,7,49322246,2017-06-07T01:20:04Z
8919925,TheDutchMan13,1330847,5,49322246,2017-06-07T01:20:06Z
8919947,Irina Karachevtseva,5288591,7,56663149,2018-02-25T15:05:16Z
8919948,yurasi,3526564,7,51119921,2017-08-14T19:23:51Z
8919954,chachafish,2237750,16,63557245,2018-10-15T22:03:39Z
8919957,oba510,933797,8,61790292,2018-08-19T10:57:54Z
8919999,TheDutchMan13,1330847,7,49322246,2017-06-07T01:20:10Z
8920014,TheDutchMan13,1330847,4,49322246,2017-06-07T01:20:11Z
8920048,TheDutchMan13,1330847,4,49322246,2017-06-07T01:20:13Z
8920077,TheDutchMan13,1330847,5,49322246,2017-06-07T01:20:14Z
8920090,TheDutchMan13,1330847,7,49322246,2017-06-07T01:20:15Z
8920092,Irina Karachevtseva,5288591,4,56638673,2018-02-24T15:25:38Z
8920093,TheDutchMan13,1330847,4,49322246,2017-06-07T01:20:15Z
8920106,Minh Nguyen,33757,33,67034898,2019-02-08T19:51:27Z
8920107,TheDutchMan13,1330847,7,49322246,2017-06-07T01:20:16Z
8920154,TheDutchMan13,1330847,5,49322246,2017-06-07T01:20:18Z
8920166,ArminGh,4827171,9,58191234,2018-04-18T07:06:33Z
8920168,Irina Karachevtseva,5288591,6,56587687,2018-02-22T18:22:58Z
8920179,TheDutchMan13,1330847,8,49322246,2017-06-07T01:20:19Z
8920185,TheDutchMan13,1330847,4,49322246,2017-06-07T01:20:20Z
8920192,Irina Karachevtseva,5288591,9,56557044,2018-02-21T18:07:46Z
8920203,TheDutchMan13,1330847,6,49322246,2017-06-07T01:20:21Z
8920211,TheDutchMan13,1330847,8,49322246,2017-06-07T01:20:22Z
8920221,TheDutchMan13,1330847,4,49322246,2017-06-07T01:20:23Z
8920238,TheDutchMan13,1330847,5,49322246,2017-06-07T01:20:24Z
8920240,TheDutchMan13,1330847,7,49322246,2017-06-07T01:20:24Z
8920242,richlv,47892,5,35589566,2015-11-26T12:10:52Z
8920269,TheDutchMan13,1330847,4,49322246,2017-06-07T01:20:25Z
8920271,TheDutchMan13,1330847,4,49322246,2017-06-07T01:20:25Z
8920277,kathleenlu,4847105,8,53084989,2017-10-20T00:17:10Z
8920281,Irina Karachevtseva,5288591,6,56684752,2018-02-26T10:02:30Z
8920295,TheDutchMan13,1330847,6,49322246,2017-06-07T01:20:27Z
8920306,Minh Nguyen,33757,25,50464684,2017-07-21T17:42:37Z
8920323,TheDutchMan13,1330847,5,49322246,2017-06-07T01:20:28Z
8920338,clay_c,119881,21,68156046,2019-03-14T23:28:47Z
8920386,TheDutchMan13,1330847,8,49322246,2017-06-07T01:20:31Z
8920391,ErikPottinger,1168909,31,67106383,2019-02-11T16:52:46Z
8920394,Heidi_Baum_Lyft,8778516,35,67703843,2019-03-02T00:18:24Z
8920404,TheDutchMan13,1330847,6,49322246,2017-06-07T01:20:32Z
8920406,TheDutchMan13,1330847,5,49322246,2017-06-07T01:20:32Z
8920411,TheDutchMan13,1330847,3,49322246,2017-06-07T01:20:32Z
8920435,TheDutchMan13,1330847,4,49322246,2017-06-07T01:20:33Z
8920444,Irina Karachevtseva,5288591,7,56663149,2018-02-25T15:05:16Z
8920445,Irina Karachevtseva,5288591,9,56643557,2018-02-24T19:11:25Z
8920446,TheDutchMan13,1330847,16,49322246,2017-06-07T01:20:33Z
8920452,Irina Karachevtseva,5288591,11,56663149,2018-02-25T15:05:16Z
8920461,IcyMidnight,7168577,23,54619452,2017-12-14T09:52:37Z
8920463,Irina Karachevtseva,5288591,16,56638673,2018-02-24T15:25:38Z
8920468,TheDutchMan13,1330847,5,49322246,2017-06-07T01:20:35Z
8920472,clay_c,119881,37,66669809,2019-01-27T06:03:42Z
8920514,TheDutchMan13,1330847,3,49322246,2017-06-07T01:20:37Z
8920516,TheDutchMan13,1330847,7,49322246,2017-06-07T01:20:37Z
8920519,Adamant1,4540953,9,60217887,2018-06-27T13:15:13Z
8920520,Adamant1,4540953,11,60497703,2018-07-07T21:28:25Z
8920521,Irina Karachevtseva,5288591,17,56553093,2018-02-21T15:31:05Z
8920523,oba510,933797,9,55625575,2018-01-21T11:44:47Z
8920540,TheDutchMan13,1330847,4,49322246,2017-06-07T01:20:39Z
8920551,TheDutchMan13,1330847,6,49322246,2017-06-07T01:20:40Z
